idx,constellation,satIdx,channelIndex,snrIdx,snr_set_dB,snr_meas_dB,dopIdx,doppler_set_Hz,pred_label,top_score,is_correct,detected,numBoxes
981,starlink,10,3,9,7.777778,7.777778,1,-360000.000,starlink,0.985340,1,1,1
982,starlink,10,7,9,7.777778,7.777778,2,-280000.000,starlink,0.988293,1,1,1
983,starlink,10,3,9,7.777778,7.777778,3,-200000.000,starlink,0.987005,1,1,1
984,starlink,10,7,9,7.777778,7.777778,4,-120000.000,starlink,0.986869,1,1,1
985,starlink,10,5,9,7.777778,7.777778,5,-40000.000,starlink,0.987344,1,1,1
986,starlink,10,1,9,7.777778,7.777778,6,40000.000,starlink,0.988245,1,1,1
987,starlink,10,1,9,7.777778,7.777778,7,120000.000,starlink,0.987739,1,1,1
988,starlink,10,7,9,7.777778,7.777778,8,200000.000,starlink,0.986804,1,1,1
989,starlink,10,3,9,7.777778,7.777778,9,280000.000,starlink,0.985801,1,1,1
990,starlink,10,1,9,7.777778,7.777778,10,360000.000,starlink,0.988146,1,1,1
991,starlink,10,6,10,10.000000,10.000000,1,-360000.000,starlink,0.988932,1,1,1
992,starlink,10,2,10,10.000000,10.000000,2,-280000.000,starlink,0.986620,1,1,1
993,starlink,10,1,10,10.000000,10.000000,3,-200000.000,starlink,0.987470,1,1,1
994,starlink,10,7,10,10.000000,10.000000,4,-120000.000,starlink,0.986261,1,1,1
995,starlink,10,6,10,10.000000,10.000000,5,-40000.000,starlink,0.987267,1,1,1
996,starlink,10,2,10,10.000000,10.000000,6,40000.000,starlink,0.987478,1,1,1
997,starlink,10,7,10,10.000000,10.000000,7,120000.000,starlink,0.986909,1,1,1
998,starlink,10,7,10,10.000000,10.000000,8,200000.000,starlink,0.987664,1,1,1
999,starlink,10,5,10,10.000000,10.000000,9,280000.000,starlink,0.988544,1,1,1
1000,starlink,10,2,10,10.000000,10.000000,10,360000.000,starlink,0.988096,1,1,1
1001,starlink,11,1,1,-10.000000,-10.000000,1,-360000.000,starlink,0.984434,1,1,2
1002,starlink,11,6,1,-10.000000,-10.000000,2,-280000.000,starlink,0.982301,1,1,1
1003,starlink,11,5,1,-10.000000,-10.000000,3,-200000.000,starlink,0.980899,1,1,1
1004,starlink,11,5,1,-10.000000,-10.000000,4,-120000.000,starlink,0.977337,1,1,1
1005,starlink,11,2,1,-10.000000,-10.000000,5,-40000.000,starlink,0.981405,1,1,1
1006,starlink,11,8,1,-10.000000,-10.000000,6,40000.000,starlink,0.982891,1,1,1
1007,starlink,11,2,1,-10.000000,-10.000000,7,120000.000,starlink,0.974924,1,1,1
1008,starlink,11,1,1,-10.000000,-10.000000,8,200000.000,starlink,0.979905,1,1,1
1009,starlink,11,1,1,-10.000000,-10.000000,9,280000.000,starlink,0.982516,1,1,1
1010,starlink,11,4,1,-10.000000,-10.000000,10,360000.000,starlink,0.981506,1,1,1
1011,starlink,11,5,2,-7.777778,-7.777778,1,-360000.000,starlink,0.981863,1,1,1
1012,starlink,11,7,2,-7.777778,-7.777778,2,-280000.000,starlink,0.984303,1,1,1
1013,starlink,11,3,2,-7.777778,-7.777778,3,-200000.000,starlink,0.980702,1,1,1
1014,starlink,11,4,2,-7.777778,-7.777778,4,-120000.000,starlink,0.979742,1,1,1
1015,starlink,11,1,2,-7.777778,-7.777778,5,-40000.000,starlink,0.984095,1,1,1
1016,starlink,11,1,2,-7.777778,-7.777778,6,40000.000,starlink,0.983517,1,1,1
1017,starlink,11,3,2,-7.777778,-7.777778,7,120000.000,starlink,0.981975,1,1,1
1018,starlink,11,7,2,-7.777778,-7.777778,8,200000.000,starlink,0.983547,1,1,1
1019,starlink,11,3,2,-7.777778,-7.777778,9,280000.000,starlink,0.982732,1,1,1
1020,starlink,11,2,2,-7.777778,-7.777778,10,360000.000,starlink,0.981171,1,1,1
1021,starlink,11,8,3,-5.555556,-5.555556,1,-360000.000,starlink,0.985367,1,1,1
1022,starlink,11,1,3,-5.555556,-5.555556,2,-280000.000,starlink,0.983228,1,1,1
1023,starlink,11,1,3,-5.555556,-5.555556,3,-200000.000,starlink,0.983954,1,1,1
1024,starlink,11,3,3,-5.555556,-5.555556,4,-120000.000,starlink,0.984696,1,1,1
1025,starlink,11,6,3,-5.555556,-5.555556,5,-40000.000,starlink,0.985880,1,1,1
1026,starlink,11,6,3,-5.555556,-5.555556,6,40000.000,starlink,0.987646,1,1,1
1027,starlink,11,8,3,-5.555556,-5.555556,7,120000.000,starlink,0.983313,1,1,1
1028,starlink,11,7,3,-5.555556,-5.555556,8,200000.000,starlink,0.984252,1,1,1
1029,starlink,11,4,3,-5.555556,-5.555556,9,280000.000,starlink,0.983620,1,1,1
1030,starlink,11,4,3,-5.555556,-5.555556,10,360000.000,starlink,0.983132,1,1,1
1031,starlink,11,8,4,-3.333333,-3.333333,1,-360000.000,starlink,0.986435,1,1,1
1032,starlink,11,4,4,-3.333333,-3.333333,2,-280000.000,starlink,0.987104,1,1,1
1033,starlink,11,8,4,-3.333333,-3.333333,3,-200000.000,starlink,0.985708,1,1,1
1034,starlink,11,4,4,-3.333333,-3.333333,4,-120000.000,starlink,0.985608,1,1,1
1035,starlink,11,7,4,-3.333333,-3.333333,5,-40000.000,starlink,0.986903,1,1,1
1036,starlink,11,6,4,-3.333333,-3.333333,6,40000.000,starlink,0.984912,1,1,1
1037,starlink,11,5,4,-3.333333,-3.333333,7,120000.000,starlink,0.985461,1,1,1
1038,starlink,11,2,4,-3.333333,-3.333333,8,200000.000,starlink,0.986846,1,1,1
1039,starlink,11,4,4,-3.333333,-3.333333,9,280000.000,starlink,0.984175,1,1,1
1040,starlink,11,4,4,-3.333333,-3.333333,10,360000.000,starlink,0.983059,1,1,1
1041,starlink,11,3,5,-1.111111,-1.111111,1,-360000.000,starlink,0.983727,1,1,1
1042,starlink,11,4,5,-1.111111,-1.111111,2,-280000.000,starlink,0.986123,1,1,1
1043,starlink,11,7,5,-1.111111,-1.111111,3,-200000.000,starlink,0.987955,1,1,1
1044,starlink,11,3,5,-1.111111,-1.111111,4,-120000.000,starlink,0.984064,1,1,1
1045,starlink,11,6,5,-1.111111,-1.111111,5,-40000.000,starlink,0.985741,1,1,1
1046,starlink,11,6,5,-1.111111,-1.111111,6,40000.000,starlink,0.988101,1,1,1
1047,starlink,11,8,5,-1.111111,-1.111111,7,120000.000,starlink,0.986111,1,1,1
1048,starlink,11,5,5,-1.111111,-1.111111,8,200000.000,starlink,0.983959,1,1,1
1049,starlink,11,4,5,-1.111111,-1.111111,9,280000.000,starlink,0.985397,1,1,1
1050,starlink,11,1,5,-1.111111,-1.111111,10,360000.000,starlink,0.986185,1,1,1
1051,starlink,11,5,6,1.111111,1.111111,1,-360000.000,starlink,0.982481,1,1,1
1052,starlink,11,4,6,1.111111,1.111111,2,-280000.000,starlink,0.985953,1,1,1
1053,starlink,11,4,6,1.111111,1.111111,3,-200000.000,starlink,0.987039,1,1,1
1054,starlink,11,4,6,1.111111,1.111111,4,-120000.000,starlink,0.987718,1,1,1
1055,starlink,11,3,6,1.111111,1.111111,5,-40000.000,starlink,0.985694,1,1,1
1056,starlink,11,5,6,1.111111,1.111111,6,40000.000,starlink,0.986701,1,1,1
1057,starlink,11,7,6,1.111111,1.111111,7,120000.000,starlink,0.986901,1,1,1
1058,starlink,11,5,6,1.111111,1.111111,8,200000.000,starlink,0.987315,1,1,1
1059,starlink,11,8,6,1.111111,1.111111,9,280000.000,starlink,0.986565,1,1,1
1060,starlink,11,4,6,1.111111,1.111111,10,360000.000,starlink,0.985974,1,1,1
1061,starlink,11,1,7,3.333333,3.333333,1,-360000.000,starlink,0.987067,1,1,1
1062,starlink,11,4,7,3.333333,3.333333,2,-280000.000,starlink,0.987497,1,1,1
1063,starlink,11,4,7,3.333333,3.333333,3,-200000.000,starlink,0.986508,1,1,1
1064,starlink,11,6,7,3.333333,3.333333,4,-120000.000,starlink,0.987320,1,1,1
1065,starlink,11,4,7,3.333333,3.333333,5,-40000.000,starlink,0.986392,1,1,1
1066,starlink,11,8,7,3.333333,3.333333,6,40000.000,starlink,0.986441,1,1,1
1067,starlink,11,3,7,3.333333,3.333333,7,120000.000,starlink,0.985766,1,1,1
1068,starlink,11,5,7,3.333333,3.333333,8,200000.000,starlink,0.986183,1,1,1
1069,starlink,11,3,7,3.333333,3.333333,9,280000.000,starlink,0.985851,1,1,1
1070,starlink,11,7,7,3.333333,3.333333,10,360000.000,starlink,0.987261,1,1,1
1071,starlink,11,5,8,5.555556,5.555556,1,-360000.000,starlink,0.987034,1,1,1
1072,starlink,11,2,8,5.555556,5.555556,2,-280000.000,starlink,0.986769,1,1,1
1073,starlink,11,6,8,5.555556,5.555556,3,-200000.000,starlink,0.987593,1,1,1
1074,starlink,11,4,8,5.555556,5.555556,4,-120000.000,starlink,0.987002,1,1,1
1075,starlink,11,1,8,5.555556,5.555556,5,-40000.000,starlink,0.987089,1,1,1
1076,starlink,11,2,8,5.555556,5.555556,6,40000.000,starlink,0.987920,1,1,1
1077,starlink,11,6,8,5.555556,5.555556,7,120000.000,starlink,0.986757,1,1,1
1078,starlink,11,8,8,5.555556,5.555556,8,200000.000,starlink,0.987703,1,1,1
1079,starlink,11,6,8,5.555556,5.555556,9,280000.000,starlink,0.989428,1,1,1
1080,starlink,11,6,8,5.555556,5.555556,10,360000.000,starlink,0.986658,1,1,1
1081,starlink,11,3,9,7.777778,7.777778,1,-360000.000,starlink,0.984883,1,1,1
1082,starlink,11,4,9,7.777778,7.777778,2,-280000.000,starlink,0.985279,1,1,1
1083,starlink,11,5,9,7.777778,7.777778,3,-200000.000,starlink,0.986804,1,1,1
1084,starlink,11,5,9,7.777778,7.777778,4,-120000.000,starlink,0.988334,1,1,1
1085,starlink,11,3,9,7.777778,7.777778,5,-40000.000,starlink,0.985807,1,1,1
1086,starlink,11,1,9,7.777778,7.777778,6,40000.000,starlink,0.986414,1,1,1
1087,starlink,11,1,9,7.777778,7.777778,7,120000.000,starlink,0.987608,1,1,1
1088,starlink,11,1,9,7.777778,7.777778,8,200000.000,starlink,0.985015,1,1,1
1089,starlink,11,5,9,7.777778,7.777778,9,280000.000,starlink,0.985958,1,1,1
1090,starlink,11,7,9,7.777778,7.777778,10,360000.000,starlink,0.988952,1,1,1
1091,starlink,11,4,10,10.000000,10.000000,1,-360000.000,starlink,0.987954,1,1,1
1092,starlink,11,5,10,10.000000,10.000000,2,-280000.000,starlink,0.986070,1,1,1
1093,starlink,11,6,10,10.000000,10.000000,3,-200000.000,starlink,0.989045,1,1,1
1094,starlink,11,7,10,10.000000,10.000000,4,-120000.000,starlink,0.987076,1,1,1
1095,starlink,11,1,10,10.000000,10.000000,5,-40000.000,starlink,0.987148,1,1,1
1096,starlink,11,2,10,10.000000,10.000000,6,40000.000,starlink,0.985313,1,1,1
1097,starlink,11,2,10,10.000000,10.000000,7,120000.000,starlink,0.986674,1,1,1
1098,starlink,11,8,10,10.000000,10.000000,8,200000.000,starlink,0.987935,1,1,1
1099,starlink,11,1,10,10.000000,10.000000,9,280000.000,starlink,0.987338,1,1,1
1100,starlink,11,4,10,10.000000,10.000000,10,360000.000,starlink,0.987476,1,1,1
1101,starlink,12,7,1,-10.000000,-10.000000,1,-360000.000,starlink,0.980034,1,1,1
1102,starlink,12,3,1,-10.000000,-10.000000,2,-280000.000,starlink,0.977749,1,1,1
1103,starlink,12,5,1,-10.000000,-10.000000,3,-200000.000,starlink,0.976524,1,1,1
1104,starlink,12,1,1,-10.000000,-10.000000,4,-120000.000,starlink,0.978114,1,1,1
1105,starlink,12,8,1,-10.000000,-10.000000,5,-40000.000,starlink,0.977418,1,1,1
1106,starlink,12,8,1,-10.000000,-10.000000,6,40000.000,starlink,0.980702,1,1,1
1107,starlink,12,5,1,-10.000000,-10.000000,7,120000.000,starlink,0.979494,1,1,1
1108,starlink,12,3,1,-10.000000,-10.000000,8,200000.000,starlink,0.980802,1,1,1
1109,starlink,12,1,1,-10.000000,-10.000000,9,280000.000,starlink,0.978536,1,1,1
1110,starlink,12,3,1,-10.000000,-10.000000,10,360000.000,starlink,0.978076,1,1,1
1111,starlink,12,8,2,-7.777778,-7.777778,1,-360000.000,starlink,0.980665,1,1,1
1112,starlink,12,1,2,-7.777778,-7.777778,2,-280000.000,starlink,0.984916,1,1,1
1113,starlink,12,7,2,-7.777778,-7.777778,3,-200000.000,starlink,0.982419,1,1,1
1114,starlink,12,5,2,-7.777778,-7.777778,4,-120000.000,starlink,0.982957,1,1,1
1115,starlink,12,5,2,-7.777778,-7.777778,5,-40000.000,starlink,0.983937,1,1,1
1116,starlink,12,3,2,-7.777778,-7.777778,6,40000.000,starlink,0.980820,1,1,1
1117,starlink,12,3,2,-7.777778,-7.777778,7,120000.000,starlink,0.982978,1,1,1
1118,starlink,12,8,2,-7.777778,-7.777778,8,200000.000,starlink,0.983081,1,1,1
1119,starlink,12,1,2,-7.777778,-7.777778,9,280000.000,starlink,0.981965,1,1,1
1120,starlink,12,2,2,-7.777778,-7.777778,10,360000.000,starlink,0.985170,1,1,1
1121,starlink,12,1,3,-5.555556,-5.555556,1,-360000.000,starlink,0.988473,1,1,1
1122,starlink,12,8,3,-5.555556,-5.555556,2,-280000.000,starlink,0.987233,1,1,1
1123,starlink,12,7,3,-5.555556,-5.555556,3,-200000.000,starlink,0.986415,1,1,1
1124,starlink,12,4,3,-5.555556,-5.555556,4,-120000.000,starlink,0.982617,1,1,1
1125,starlink,12,7,3,-5.555556,-5.555556,5,-40000.000,starlink,0.986197,1,1,1
1126,starlink,12,5,3,-5.555556,-5.555556,6,40000.000,starlink,0.982261,1,1,1
1127,starlink,12,5,3,-5.555556,-5.555556,7,120000.000,starlink,0.983901,1,1,1
1128,starlink,12,4,3,-5.555556,-5.555556,8,200000.000,starlink,0.983293,1,1,1
1129,starlink,12,8,3,-5.555556,-5.555556,9,280000.000,starlink,0.980640,1,1,1
1130,starlink,12,8,3,-5.555556,-5.555556,10,360000.000,starlink,0.984363,1,1,1
1131,starlink,12,6,4,-3.333333,-3.333333,1,-360000.000,starlink,0.987230,1,1,1
1132,starlink,12,5,4,-3.333333,-3.333333,2,-280000.000,starlink,0.985765,1,1,1
1133,starlink,12,7,4,-3.333333,-3.333333,3,-200000.000,starlink,0.987611,1,1,1
1134,starlink,12,7,4,-3.333333,-3.333333,4,-120000.000,starlink,0.985723,1,1,1
1135,starlink,12,7,4,-3.333333,-3.333333,5,-40000.000,starlink,0.986347,1,1,1
1136,starlink,12,4,4,-3.333333,-3.333333,6,40000.000,starlink,0.985928,1,1,1
1137,starlink,12,5,4,-3.333333,-3.333333,7,120000.000,starlink,0.987376,1,1,1
1138,starlink,12,3,4,-3.333333,-3.333333,8,200000.000,starlink,0.981606,1,1,1
1139,starlink,12,4,4,-3.333333,-3.333333,9,280000.000,starlink,0.986369,1,1,1
1140,starlink,12,7,4,-3.333333,-3.333333,10,360000.000,starlink,0.988657,1,1,1
1141,starlink,12,4,5,-1.111111,-1.111111,1,-360000.000,starlink,0.985093,1,1,1
1142,starlink,12,5,5,-1.111111,-1.111111,2,-280000.000,starlink,0.984640,1,1,2
1143,starlink,12,6,5,-1.111111,-1.111111,3,-200000.000,starlink,0.987273,1,1,1
1144,starlink,12,5,5,-1.111111,-1.111111,4,-120000.000,starlink,0.986216,1,1,1
1145,starlink,12,3,5,-1.111111,-1.111111,5,-40000.000,starlink,0.984912,1,1,1
1146,starlink,12,5,5,-1.111111,-1.111111,6,40000.000,starlink,0.986220,1,1,1
1147,starlink,12,8,5,-1.111111,-1.111111,7,120000.000,starlink,0.985446,1,1,1
1148,starlink,12,6,5,-1.111111,-1.111111,8,200000.000,starlink,0.989160,1,1,1
1149,starlink,12,4,5,-1.111111,-1.111111,9,280000.000,starlink,0.986296,1,1,1
1150,starlink,12,4,5,-1.111111,-1.111111,10,360000.000,starlink,0.984979,1,1,1
1151,starlink,12,8,6,1.111111,1.111111,1,-360000.000,starlink,0.984710,1,1,1
1152,starlink,12,6,6,1.111111,1.111111,2,-280000.000,starlink,0.986110,1,1,1
1153,starlink,12,3,6,1.111111,1.111111,3,-200000.000,starlink,0.984812,1,1,1
1154,starlink,12,6,6,1.111111,1.111111,4,-120000.000,starlink,0.987947,1,1,1
1155,starlink,12,3,6,1.111111,1.111111,5,-40000.000,starlink,0.984726,1,1,1
1156,starlink,12,8,6,1.111111,1.111111,6,40000.000,starlink,0.985523,1,1,1
1157,starlink,12,3,6,1.111111,1.111111,7,120000.000,starlink,0.983252,1,1,1
1158,starlink,12,6,6,1.111111,1.111111,8,200000.000,starlink,0.986743,1,1,1
1159,starlink,12,4,6,1.111111,1.111111,9,280000.000,starlink,0.987241,1,1,1
1160,starlink,12,8,6,1.111111,1.111111,10,360000.000,starlink,0.984721,1,1,1
1161,starlink,12,5,7,3.333333,3.333333,1,-360000.000,starlink,0.986056,1,1,1
1162,starlink,12,5,7,3.333333,3.333333,2,-280000.000,starlink,0.987253,1,1,1
1163,starlink,12,2,7,3.333333,3.333333,3,-200000.000,starlink,0.985864,1,1,1
1164,starlink,12,5,7,3.333333,3.333333,4,-120000.000,starlink,0.985152,1,1,1
1165,starlink,12,8,7,3.333333,3.333333,5,-40000.000,starlink,0.985742,1,1,1
1166,starlink,12,8,7,3.333333,3.333333,6,40000.000,starlink,0.989075,1,1,1
1167,starlink,12,7,7,3.333333,3.333333,7,120000.000,starlink,0.986580,1,1,1
1168,starlink,12,3,7,3.333333,3.333333,8,200000.000,starlink,0.984336,1,1,1
1169,starlink,12,8,7,3.333333,3.333333,9,280000.000,starlink,0.988012,1,1,1
1170,starlink,12,7,7,3.333333,3.333333,10,360000.000,starlink,0.986957,1,1,1
1171,starlink,12,8,8,5.555556,5.555556,1,-360000.000,starlink,0.987183,1,1,1
1172,starlink,12,5,8,5.555556,5.555556,2,-280000.000,starlink,0.986943,1,1,1
1173,starlink,12,8,8,5.555556,5.555556,3,-200000.000,starlink,0.985757,1,1,1
1174,starlink,12,4,8,5.555556,5.555556,4,-120000.000,starlink,0.985653,1,1,1
1175,starlink,12,7,8,5.555556,5.555556,5,-40000.000,starlink,0.986570,1,1,1
1176,starlink,12,4,8,5.555556,5.555556,6,40000.000,starlink,0.988429,1,1,1
1177,starlink,12,2,8,5.555556,5.555556,7,120000.000,starlink,0.986601,1,1,1
1178,starlink,12,7,8,5.555556,5.555556,8,200000.000,starlink,0.987992,1,1,1
1179,starlink,12,2,8,5.555556,5.555556,9,280000.000,starlink,0.987021,1,1,1
1180,starlink,12,2,8,5.555556,5.555556,10,360000.000,starlink,0.986750,1,1,1
1181,starlink,12,4,9,7.777778,7.777778,1,-360000.000,starlink,0.988432,1,1,1
1182,starlink,12,3,9,7.777778,7.777778,2,-280000.000,starlink,0.986711,1,1,1
1183,starlink,12,1,9,7.777778,7.777778,3,-200000.000,starlink,0.987682,1,1,1
1184,starlink,12,7,9,7.777778,7.777778,4,-120000.000,starlink,0.987053,1,1,1
1185,starlink,12,3,9,7.777778,7.777778,5,-40000.000,starlink,0.987382,1,1,1
1186,starlink,12,1,9,7.777778,7.777778,6,40000.000,starlink,0.987717,1,1,1
1187,starlink,12,7,9,7.777778,7.777778,7,120000.000,starlink,0.987840,1,1,1
1188,starlink,12,6,9,7.777778,7.777778,8,200000.000,starlink,0.988094,1,1,1
1189,starlink,12,2,9,7.777778,7.777778,9,280000.000,starlink,0.987592,1,1,1
1190,starlink,12,4,9,7.777778,7.777778,10,360000.000,starlink,0.987176,1,1,1
1191,starlink,12,6,10,10.000000,10.000000,1,-360000.000,starlink,0.987890,1,1,1
1192,starlink,12,5,10,10.000000,10.000000,2,-280000.000,starlink,0.987635,1,1,1
1193,starlink,12,2,10,10.000000,10.000000,3,-200000.000,starlink,0.987108,1,1,1
1194,starlink,12,7,10,10.000000,10.000000,4,-120000.000,starlink,0.987433,1,1,1
1195,starlink,12,4,10,10.000000,10.000000,5,-40000.000,starlink,0.986675,1,1,1
1196,starlink,12,3,10,10.000000,10.000000,6,40000.000,starlink,0.986518,1,1,1
1197,starlink,12,4,10,10.000000,10.000000,7,120000.000,starlink,0.986091,1,1,1
1198,starlink,12,1,10,10.000000,10.000000,8,200000.000,starlink,0.987613,1,1,1
1199,starlink,12,1,10,10.000000,10.000000,9,280000.000,starlink,0.985707,1,1,1
1200,starlink,12,8,10,10.000000,10.000000,10,360000.000,starlink,0.988145,1,1,1
1201,starlink,13,2,1,-10.000000,-10.000000,1,-360000.000,starlink,0.976067,1,1,1
1202,starlink,13,2,1,-10.000000,-10.000000,2,-280000.000,starlink,0.975314,1,1,1
1203,starlink,13,4,1,-10.000000,-10.000000,3,-200000.000,starlink,0.979352,1,1,1
1204,starlink,13,7,1,-10.000000,-10.000000,4,-120000.000,starlink,0.983525,1,1,1
1205,starlink,13,1,1,-10.000000,-10.000000,5,-40000.000,starlink,0.980531,1,1,2
1206,starlink,13,2,1,-10.000000,-10.000000,6,40000.000,starlink,0.976387,1,1,1
1207,starlink,13,6,1,-10.000000,-10.000000,7,120000.000,starlink,0.982756,1,1,1
1208,starlink,13,8,1,-10.000000,-10.000000,8,200000.000,starlink,0.979755,1,1,2
1209,starlink,13,2,1,-10.000000,-10.000000,9,280000.000,starlink,0.978667,1,1,1
1210,starlink,13,2,1,-10.000000,-10.000000,10,360000.000,starlink,0.978355,1,1,1
1211,starlink,13,3,2,-7.777778,-7.777778,1,-360000.000,starlink,0.981812,1,1,1
1212,starlink,13,4,2,-7.777778,-7.777778,2,-280000.000,starlink,0.980761,1,1,1
1213,starlink,13,7,2,-7.777778,-7.777778,3,-200000.000,starlink,0.983634,1,1,2
1214,starlink,13,6,2,-7.777778,-7.777778,4,-120000.000,starlink,0.983989,1,1,1
1215,starlink,13,3,2,-7.777778,-7.777778,5,-40000.000,starlink,0.981072,1,1,1
1216,starlink,13,1,2,-7.777778,-7.777778,6,40000.000,starlink,0.981380,1,1,1
1217,starlink,13,4,2,-7.777778,-7.777778,7,120000.000,starlink,0.980534,1,1,1
1218,starlink,13,1,2,-7.777778,-7.777778,8,200000.000,starlink,0.983715,1,1,1
1219,starlink,13,4,2,-7.777778,-7.777778,9,280000.000,starlink,0.981233,1,1,1
1220,starlink,13,1,2,-7.777778,-7.777778,10,360000.000,starlink,0.983307,1,1,1
1221,starlink,13,3,3,-5.555556,-5.555556,1,-360000.000,starlink,0.980910,1,1,1
1222,starlink,13,2,3,-5.555556,-5.555556,2,-280000.000,starlink,0.985268,1,1,1
1223,starlink,13,4,3,-5.555556,-5.555556,3,-200000.000,starlink,0.987378,1,1,1
1224,starlink,13,6,3,-5.555556,-5.555556,4,-120000.000,starlink,0.987207,1,1,1
1225,starlink,13,1,3,-5.555556,-5.555556,5,-40000.000,starlink,0.986844,1,1,1
1226,starlink,13,2,3,-5.555556,-5.555556,6,40000.000,starlink,0.985066,1,1,1
1227,starlink,13,8,3,-5.555556,-5.555556,7,120000.000,starlink,0.984226,1,1,1
1228,starlink,13,1,3,-5.555556,-5.555556,8,200000.000,starlink,0.985158,1,1,1
1229,starlink,13,3,3,-5.555556,-5.555556,9,280000.000,starlink,0.982943,1,1,1
1230,starlink,13,6,3,-5.555556,-5.555556,10,360000.000,starlink,0.986741,1,1,1
1231,starlink,13,1,4,-3.333333,-3.333333,1,-360000.000,starlink,0.982316,1,1,1
1232,starlink,13,6,4,-3.333333,-3.333333,2,-280000.000,starlink,0.986003,1,1,1
1233,starlink,13,7,4,-3.333333,-3.333333,3,-200000.000,starlink,0.985833,1,1,1
1234,starlink,13,4,4,-3.333333,-3.333333,4,-120000.000,starlink,0.985740,1,1,1
1235,starlink,13,1,4,-3.333333,-3.333333,5,-40000.000,starlink,0.987197,1,1,1
1236,starlink,13,4,4,-3.333333,-3.333333,6,40000.000,starlink,0.985230,1,1,1
1237,starlink,13,1,4,-3.333333,-3.333333,7,120000.000,starlink,0.986092,1,1,1
1238,starlink,13,1,4,-3.333333,-3.333333,8,200000.000,starlink,0.985379,1,1,1
1239,starlink,13,3,4,-3.333333,-3.333333,9,280000.000,starlink,0.985244,1,1,1
1240,starlink,13,2,4,-3.333333,-3.333333,10,360000.000,starlink,0.985463,1,1,1
1241,starlink,13,5,5,-1.111111,-1.111111,1,-360000.000,starlink,0.986315,1,1,1
1242,starlink,13,1,5,-1.111111,-1.111111,2,-280000.000,starlink,0.987910,1,1,1
1243,starlink,13,6,5,-1.111111,-1.111111,3,-200000.000,starlink,0.989304,1,1,1
1244,starlink,13,4,5,-1.111111,-1.111111,4,-120000.000,starlink,0.986733,1,1,1
1245,starlink,13,5,5,-1.111111,-1.111111,5,-40000.000,starlink,0.986921,1,1,1
1246,starlink,13,1,5,-1.111111,-1.111111,6,40000.000,starlink,0.986670,1,1,1
1247,starlink,13,2,5,-1.111111,-1.111111,7,120000.000,starlink,0.986222,1,1,1
1248,starlink,13,5,5,-1.111111,-1.111111,8,200000.000,starlink,0.985988,1,1,1
1249,starlink,13,4,5,-1.111111,-1.111111,9,280000.000,starlink,0.985376,1,1,1
1250,starlink,13,1,5,-1.111111,-1.111111,10,360000.000,starlink,0.987285,1,1,2
1251,starlink,13,2,6,1.111111,1.111111,1,-360000.000,starlink,0.985183,1,1,1
1252,starlink,13,4,6,1.111111,1.111111,2,-280000.000,starlink,0.986726,1,1,1
1253,starlink,13,3,6,1.111111,1.111111,3,-200000.000,starlink,0.983835,1,1,1
1254,starlink,13,1,6,1.111111,1.111111,4,-120000.000,starlink,0.986574,1,1,1
1255,starlink,13,8,6,1.111111,1.111111,5,-40000.000,starlink,0.987129,1,1,1
1256,starlink,13,7,6,1.111111,1.111111,6,40000.000,starlink,0.987041,1,1,1
1257,starlink,13,2,6,1.111111,1.111111,7,120000.000,starlink,0.985910,1,1,1
1258,starlink,13,7,6,1.111111,1.111111,8,200000.000,starlink,0.989009,1,1,1
1259,starlink,13,6,6,1.111111,1.111111,9,280000.000,starlink,0.987285,1,1,1
1260,starlink,13,6,6,1.111111,1.111111,10,360000.000,starlink,0.987837,1,1,1
1261,starlink,13,6,7,3.333333,3.333333,1,-360000.000,starlink,0.989030,1,1,1
1262,starlink,13,6,7,3.333333,3.333333,2,-280000.000,starlink,0.987209,1,1,1
1263,starlink,13,4,7,3.333333,3.333333,3,-200000.000,starlink,0.985784,1,1,1
1264,starlink,13,1,7,3.333333,3.333333,4,-120000.000,starlink,0.986546,1,1,1
1265,starlink,13,3,7,3.333333,3.333333,5,-40000.000,starlink,0.984176,1,1,1
1266,starlink,13,8,7,3.333333,3.333333,6,40000.000,starlink,0.985853,1,1,1
1267,starlink,13,3,7,3.333333,3.333333,7,120000.000,starlink,0.985603,1,1,1
1268,starlink,13,8,7,3.333333,3.333333,8,200000.000,starlink,0.985293,1,1,1
1269,starlink,13,8,7,3.333333,3.333333,9,280000.000,starlink,0.987278,1,1,1
1270,starlink,13,1,7,3.333333,3.333333,10,360000.000,starlink,0.987158,1,1,1
1271,starlink,13,6,8,5.555556,5.555556,1,-360000.000,starlink,0.987433,1,1,1
1272,starlink,13,5,8,5.555556,5.555556,2,-280000.000,starlink,0.988678,1,1,1
1273,starlink,13,5,8,5.555556,5.555556,3,-200000.000,starlink,0.988816,1,1,1
1274,starlink,13,3,8,5.555556,5.555556,4,-120000.000,starlink,0.986005,1,1,1
1275,starlink,13,7,8,5.555556,5.555556,5,-40000.000,starlink,0.988858,1,1,1
1276,starlink,13,7,8,5.555556,5.555556,6,40000.000,starlink,0.989070,1,1,1
1277,starlink,13,5,8,5.555556,5.555556,7,120000.000,starlink,0.986700,1,1,1
1278,starlink,13,1,8,5.555556,5.555556,8,200000.000,starlink,0.987311,1,1,1
1279,starlink,13,4,8,5.555556,5.555556,9,280000.000,starlink,0.986677,1,1,1
